"ID","SongName","Performer","CivilDate","HebrewDate","Composer","Poet","MusicalAdapter","Others","PlaceOfPublication","NameOfPublisher"
"000220052","יפה נוף משוש תבל","עדקי יחיאל","1970","","","","","","",""
"000222306","יפה נוף משוש תבל","","1970","","","","","","",""
"000223101","מרן דבשמיא לך מתחננין","עדקי יחיאל, קאפח יוסף בן דוד","1972","","","","","","",""
"000224065","שיר המעלות בשוב השם","","1986","","","","","","",""
"000224077","אשת חיל... בטח בה","","1983","","","","","","",""
"000224139","אשת חיל... בטח בה","","1986","","","","","","",""
"000224266","שבח אל חי אשבח במלים","מעטוף שלום יצחק","1966","","","","","","",""
"000224498","הגדה של פסח","יעקב מנחם דאוד, יעקב אברהם, יעקב אהרן, יעקב אפרים","1979","","","","","","",""
"000225524","חריוה אלביצ'א","","","","","","","","",""
"000225525","והפיץ השם אתכם בעמים","","1970","","","","","","",""
"000225527","אני הגבר ראה עני","","1970","","","","","","",""
"000225529","יברכך השם וישמרך","","1970","","","","","","",""
"000225531","וימת שם משה עבד השם","","1970","","","","","","",""
"000226529","הא לחמא עניא","","1965","","","","","","",""
"000226530","שמע ישראל","","1965","","","","","","",""
"000226531","שיר השירים אשר לשלמה","","1965","","","","","","",""
"000226532","יתגדל ויתקדש","","1965","","","","","","",""
"000226533","מזמור לדוד השם רעי","","1965","","","","","","",""
"000226534","כל נדרי","","1965","","","","","","",""
"000226535","הנה מה טוב ומה נעים","","1965","","","","","","",""
"000226536","ויהי בימי אחשורוש","","1965","","","","","","",""
"000226537","פתחי לי שעריך מדוע ארצי כה רחקת","לסלו שנדור","1965","","נבון שמואל","","","נבון שמואל","",""
"000227351","מאיר בנאי - איפה הם כל אבותינו","בנאי מאיר","1997","","בנאי מאיר","","","חפר חיים","","אן.אם.סי."
"000227688","פרוט השירים בתקליטור","ברזיל שמואל, בראדט אביש, רגש","","","ברזיל שמואל","","לאם ישראל, בראדט אביש","","",""
"000228235","שלום לתמימות רמיקס","שחר רונית","1997","","שחר רונית","","","","אור יהודה","הד ארצי"
"000228518","אז היה לה","דרור איתן","2006","","דרור איתן","","","גולדברג לאה, אידלסון ישראל","ירושלים","א. דרור"
"000228697","קדיש","פרנקל ב.","","","","","","","",""
"000228698","סדר העבודה","פרנקל ב.","","","","","","","",""
"000228699","מגילת אסתר קריאה","פרנקל ב.","","","","","","","",""
"000228753","קדוש","פלישמן הרמן","","","","","","","",""
"000228754","קדוש","פלישמן הרמן","","","","","","","",""
"000228755","אל מלא רחמים... המצא מנוחה נכונה","לבנדובסקי מנפרד","","","","","","","",""
"000228766","על נהרות בבל שם ישבנו","לבנדובסקי מנפרד","","","","","","בדריאן ל.","",""
"000228767","אל דר במרום","רוזנבלט יוסף","","","","","","","",""
"000228768","לאל עורך דין לבוחן לבבות","רוזנבלט יוסף","","","","","","","",""
"000228777","אהבתי כי ישמע השם","Englander Samuel Henri, Koor der Groote Synagoge Amsterdam","","","","","","","",""
"000228778","הללויה הללו אל בקדשו","Englander Samuel Henri, Koor der Groote Synagoge Amsterdam","","","","","","ברלין יוהן","",""
"000228780","ובשופר גדול יתקע","פלישמן הרמן","","","","","","זולצר שלמה","",""
"000228782","לכה דודי... שמור וזכור","","","","זולצר שלמה, אלטר ישראל, קופף לאו","","","","",""
"000228783","לכה דודי... שמור וזכור","","","","זולצר שלמה, אלטר ישראל, קופף לאו","","","","",""
"000228784","דאס יידישע ליד","נוימן קרל","","","","","","","",""
"000228785","כל נדרי","סירוטה גרשון","","","","","","","",""
"000228786","הלבן חטאינו","גורדון מ.","","","","","","","",""
"000228787","דער פאראם","גורדון מ.","","","","","","","",""
"000228788","ועל ידי עבדיך הנביאים","Verstärkter Synagogen-Chor","","","","","","לבנדובסקי לואי","",""
"000228790","כי כשמך כן תהלתך קשה לכעוס","פרנקל זכריה, הרטנברג שלמה, Verstärkter Synagogen-Chor","","","","","","לבנדובסקי לואי","",""
"000228792","מעוז צור ישועתי","פלישמן הרמן","","","","","","ברגרין ראובן","",""
"000228796","פרוט השירים בתקליטור","אבני פרן, הירשהורן לינדה","","","הירשהורן לינדה","","אבני פרן","פלק מרשה לי, איזנברג פאולה, רובינסון אלן, פרידמן יהודית קייט, הירשהורן קופר טליה","",""
"000228819","פרוט השירים בתקליטור","אלמגריבי סמי","","","","","","","",""
"000228831","אין כמוך באלהים... וממשלתך","הרטנברג שלמה, Verstärkter Synagogen-Chor","","","","","","לבנדובסקי לואי","",""
"000228832","שיר המעלות ממעמקים","","","","","","","לבנדובסקי לואי","",""
"000228834","השם השם אל רחום וחנון","","","","","","","ברנשטיין א.","",""
"000228837","תכנת שבת רצית קרבנותיה","","","","","","","וינבר נחמיה","",""
"000228866","פרוט השירים בתקליטור","הרשקוביץ גרשון","","","","","","אולשנצקי אלכסנדר, יעקבס יעקב, איוונוביץ' יוסיף יואן, טויבר חיים, גולדפדן אברהם, שיפרין ללו, קצ'רגינסקי שמריהו, בלרסקי סידור, שור ישראל, רחל, שרת יהודה, לוי יצחק בן מאיר, אימבר נפתלי הרץ, שמר נעמי, אלשטין אברהם, המאירי אביגדור, רפופורט משה, ילן ז'ק, פולק לב, שנהר יצחק, זעירא מרדכי, קלינגר יאיר, וינקלר-לופנפלד לאה","",""
"000228893","בן זומא אומר","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228894","אנא בכח גדלת ימינך","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228895","מי שברך","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228896","אב הרחמים ברחמיו העצומים","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228900","רבש""ע מלא משאלות לבנו לטובה","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228901","רבש""ע מלא משאלות לבנו לטובה","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228904","קדוש","בורין יוסף","","","","","","בורין יוסף","",""
"000228918","פרוט השירים בתקליטור","שוקרון אלן","","","","","","","",""
"000228919","פרוט השירים בתקליטור","דרמון פיליפ","","","","","","","",""
"000228920","פרוט השירים בתקליטור","בוהדנא אברהם, קקון אלי","","","","","","","",""
"000228921","פרוט השירים בתקליטור","בוהדנא אברהם","","","","","","כהן שלמה, אבן עזרא אברהם בן מאיר, עטיה אלעזר, אלקים דוד","",""
"000228922","פרוט השירים בתקליטור","בוהדנא אברהם","","","","","","הלוי דוד, אבן עזרא אברהם בן מאיר, נג'רה ישראל בן משה, אבן צור יעקב, מרדג'י מסעוד, אבן גבירול שלמה בן יהודה","",""
"000228968","השם מה רבו צרי","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228969","נעריצך ונקדישך","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228970","כל נדרי","לבנדובסקי מנפרד","","","","","","לבנדובסקי לואי","",""
"000228974","זאג זשע מיר רביניו וואס וועט זיין","רוזנבלט יוסף, מלבסקי שמואל","","","","","","","",""
"000228975","לאמיר זיך איבערבעטן","רוזנבלט יוסף, מלבסקי שמואל","","","","","","זיטץ לא מזוהה, רוזנבלט יוסף, פורטנוף לא מזוהה","",""
"000228977","כל נדרי","ויס אהרן","","","","","","","",""
"000228978","אתה יודע רזי עולם","ויס אהרן","","","","","","","",""
"000228980","שמע ישראל","ויס אהרן","","","","","","","",""
"000228981","יעלה תחנוננו מערב ויבא שועתנו","","","","אלטר ישראל, מניה פאול","","","","",""
"000228982","ברכת כהנים","נוימן קרל","","","","","","יסינובסקי פינחס","",""
"000228983","רצה במנוחתנו קדשנו במצותיך","נוימן קרל","","","","","","גוטשל יעקב","",""
"000228986","ממקומו הוא יפן ברחמיו ויחן","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228987","שמע ישראל","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000228989","והגן בעדנו והסר מעלינו אויב","ויס אהרן","","","","","","לבנדובסקי לואי","",""
"000228993","פרוט השירים בתקליטור","לישנר לאון","","","","","","לוי יצחק בן מאיר, אוטקין י., גרוס נפתלי, ניסנסון אהרון, מני ליב, ויינר לזר, רייזען אברהם, מנגר איציק, לרר ליבוש, גולוב סלומון, לייוויק ה., גנסין מיכאל, ראוויטש מלך, הלפרן משה ליב, געלבארט מיכל, אחרון יוסף, אנגל יואל, מילנר משה, בינדר אברהם וולף, לוצקי א.","",""
"000229007","אנא עבדא דקדשא בריך הוא","פינקסוביץ שלמה","","","","","","פינקסוביץ שלמה","",""
"000229009","שמע ישראל... גדלו להשם אתי","מליצר אלתר","","","","","","","",""
"000229010","שמע קולנו... השיבנו השם אליך","מליצר אלתר","","","","","","","",""
"000229011","אתה בחרתנו מכל העמים... ורוממתנו","סירוטה גרשון","","","","","","","",""
"000229012","ישמח משה... כי עבד נאמן","סירוטה גרשון","","","","","","","",""
"000229014","ובשופר גדול יתקע","שטיפמן-צריני סלמר","","","","","","לבנדובסקי לואי","",""
"000229016","המעביר בניו בין גזרי ים סוף","רביעית בית הכנסת בברלין","","","","","","לבנדובסקי לואי","",""
"000229017","ותערב לפניך עתירתנו כעולה","סירוטה אלכסנדר","","","","","","","",""
"000229018","רבש""ע מלא משאלות לבנו לטובה","סירוטה אלכסנדר","","","","","","","",""
"000229059","פרוט השירים בתקליטור","סורלינג נורמן פ., מקהלת ההיברו יוניון קולג' סינסינטי","","","","","","אלקבץ שלמה בן משה","",""
"000229184","שושנת יעקב צהלה ושמחה","מקהלת איבריה","","","","","","קופף לאו","",""
"000229185","הנני העני ממעש","מליצר אלתר","","","","","","","",""
"000229186","המלך יושב על כסא רם ונשא","מליצר אלתר","","","","","","","",""
"000229187","כלה-באזינגען","מליצר אלתר","1928","","","","","","",""
"000229188","ונתנה תוקף","מליצר אלתר","1928","","","","","","",""
"000229189","פתח לנו שער בעת נעילת שער","מליצר אלתר","","","","","","","",""
"000229190","יעלה תחנוננו מערב ויבא שועתנו","מליצר אלתר","","","","","","","",""
"000229191","אל מלא רחמים... המצא מנוחה נכונה","מליצר אלתר","","","","","","","",""
"000229193","ובשופר גדול יתקע","מליצר אלתר","","","","","","","",""
"000229194","אשמנו בגדנו","מליצר אלתר","","","","","","","",""
"000229195","היום הרת עולם","רוזנבלט יוסף","","","","","","","",""
"000229196","ארשת שפתינו יערב לפניך","רוזנבלט יוסף","","","","","","","",""
"000229324","כל נדרי","מליצר אלתר","","","","","","","",""
"000229325","אשמנו בגדנו","מליצר אלתר","","","","","","","",""
"000229326","ראה נא בעניינו וריבה ריבנו","פינקסוביץ שלמה","","","","","","","",""
"000229327","הנני העני ממעש","פינקסוביץ שלמה","","","","","","","",""
"000229328","לך השם הגדלה והגבורה... אתה הוא יסוד היסודות","","","","","","","","",""
"000229329","זכרתי לך חסד נעוריך","","","","","","","","",""
"000229330","שמע ישראל","","","","זולצר שלמה, אלטר ישראל, קופף לאו","","","","",""
"000229334","לכו נרננה להשם","קוורטין זבולון","","","","","","","",""
"000229335","ראש חודש","קוורטין זבולון","","","","","","","",""
"000229336","ושמור צאתנו ובואנו","בישופסורדר בועז","","","","","","","",""
"000229337","והאופנים וחיות הקדש","בישופסורדר בועז","","","","","","","",""
"000229339","היום הרת עולם","פינקסוביץ שלמה","","","פינקסוביץ שלמה","","","","",""
"000229340","מה טבו אהליך יעקב... ואני ברב חסדך","פרנקל ב.","","","לבנדובסקי לואי","","","","",""
"000229343","מה טבו אהליך יעקב... ואני ברב חסדך","פרנקל ב.","","","לבנדובסקי לואי","","","","",""
"000229345","מעוז צור ישועתי","","","","לבנדובסקי לואי","","","","",""
"000229346","שמע ישראל","פינקסוביץ שלמה","","","","","","","",""
"000229347","השם השם אל רחום וחנון","פינקסוביץ שלמה","","","","","","","",""
"000229393","וביום שמחתכם ובמועדיכם","פינקסוביץ שלמה","","","","","","","",""
"000229394","ובכן תן פחדך","פינקסוביץ שלמה","","","","","","","",""
"000229395","ותערב לפניך עתירתנו כעולה","שור ברוך","","","","","","","",""
"000229396","הנני העני ממעש","שור מאיר","","","","","","","",""
"000229397","עס וועט ניט אונטערגיין","","","","לבנדובסקי לואי","","","","",""
"000229398","מעוז צור ישועתי","","","","לבנדובסקי לואי","","","","",""
"000229399","ועל ידי עבדיך הנביאים","פינקסוביץ שלמה","","","פינקסוביץ שלמה","","","","",""
"000229400","והאופנים וחיות הקדש","פינקסוביץ שלמה","","","פינקסוביץ שלמה","","","","",""
"000229402","הדיבוק. סויטה לתזמרת מתוך המוסיקה למחזה","","","","אנגל יואל","","","","",""
"000229403","הדיבוק. סויטה לתזמרת מתוך המוסיקה למחזה","","","","אנגל יואל","","","","",""
"000229404","בים באם","חנקין ויקטור, לבינסקי אלכסנדר","","","פישרמן ז'ק","","","","",""
"000229405","אבינו מלכנו חננו ועננו","חנקין ויקטור, לבינסקי אלכסנדר","","","פוזנר מאיר","","","","",""
"000229406","בים באם","חנקין ויקטור, לבינסקי אלכסנדר","","","פישרמן ז'ק","","","","",""
"000229407","אבינו מלכנו חננו ועננו","חנקין ויקטור, לבינסקי אלכסנדר","","","פוזנר מאיר","","","","",""
"000229408","אהבת עולם אהבתנו השם אלהינו","קלין אליאס","","","קלין אליאס","","","","",""
"000229409","רצה השם אלהינו בעמך ישראל","קלין אליאס","","","קלין אליאס","","","","",""
"000229410","המבדיל בין קדש לחול חטאתינו ימחול","גובטס מ., Englander Samuel Henri, Koor der Groote Synagoge Amsterdam","","","","","","","",""
"000229412","כל נדרי","שטיינבערג אהרן","","","שטיינבערג אהרן","","","","",""
"000229413","מהרה השם אלהינו ישמע בערי יהודה","פינקסוביץ שלמה","","","פינקסוביץ שלמה","","","","",""
"000229414","ברכות הארוסין והנשואין","פינקסוביץ שלמה","","","פינקסוביץ שלמה","","","","",""
"000229415","קול דודי דופק פתחי לי אחותי","גולדוסר ליפא מאיר","","","גולדוסר ליפא מאיר","","","","",""
"000229416","אתה אחד ושמך אחד","גולדוסר ליפא מאיר","","","גולדוסר ליפא מאיר","","","","",""
"000229417","מיידעלעך ווייבעלעך","שטרמר סולומון","","","שטרמר סולומון","","","","",""
"000229418","איינס צוויי דריי חתונה געמאכט","שטרמר סולומון","","","שטרמר סולומון","","","","",""
"000229420","טוס זהבי","לוינסון-קפלן ר., קרמר איסה","","","אנגל יואל","","","ביאליק חיים נחמן","",""
"000229421","וואס וועט זיין מיט ישראל","קורגנוף מ., דיק מ.","","","דיק מ.","","","","",""
"000229422","אלי אלי","קורגנוף מ., דיק מ.","","","דיק מ.","","","","",""
"000229423","הלילות בכנען","קוגל סולומון","","","אלמן שמואל","","","","",""
"000229424","יד ענגה היתה לה","קוגל סולומון","","","אלמן שמואל","","","","",""
"000229426","אלי אלי","שטיינבערג אהרן","","","","","","","",""
"000229427","ווילסטו חתונה האבן ליזא קראפ","גוטנטג קרל, גוטנטג ברטה אקסלרד","","","","","","פינמן זיגמונד","",""
"000229428","אנגעפייפט","גוטנטג ברטה אקסלרד","","","","","","","",""
"000229429","בחור","גוטנטג קרל","","","גולדפדן אברהם","גולדפדן אברהם","","גולדפדן אברהם","",""
"000229430","ראכע","גוטנטג קרל","","","גולדפדן אברהם","","","","",""
"000229431","כי כשמך כן תהלתך קשה לכעוס","כצין מוריס","","","לבנדובסקי לואי","","","","",""
"000229432","אתה זוכר מעשה עולם ופוקד כל יצורי קדם","כצין מוריס, מניה פאול","","","רוזובסקי שלמה","","","","",""
"000229433","פקד השם","קוגל סולומון","","","אלמן שמואל, זעירא מרדכי","","","","",""
"000229434","בין נהר פרת ונהר חדקל","קוגל סולומון","","","אלמן שמואל","","","ביאליק חיים נחמן","",""
"000229435","זמר עברי","יונג ויקטור","","","יונג ויקטור","","","","",""
"000229436","החזן","ג'ולסון אל","","","בינדר אברהם וולף","","","","",""
"000229639","פרוט השירים בתקליטור 5","גאון יהורם","","","","","","","",""
"000229640","פרוט השירים בתקליטור 6","גאון יהורם","","","","","","","",""
"000229644","רשימה לידער אויפן דיסק 1","רודנסקי שמואל, גולדנברג אליהו, סגל שמוליק","","","","","","מנגר איציק, שלום עליכם","",""
"000229645","רשימה לידער אויפן דיסק 2","רודנסקי שמואל, גולדנברג אליהו, סגל שמוליק","","","","","","שלום עליכם, מנגר איציק","",""
"000229646","רשימה לידער אויפן דיסק 2","רודנסקי שמואל, עצמון שמואל, סגל שמוליק","","","","","","שלום עליכם","",""
"000229685","פרוט השירים בתקליטור","בגנו רן, בן זהבה, שנטל זמרת","","","","","","זומר יוסי., אמיר ישי, Wentworth Rick, Van Hoen Mark, Ashton Holli, Niblett Zoe, Dorfmeister Richard, Huber Rupert","",""
"000229716","פרוט השירים בתקליטור","משפחת מלבסקי","","","","","","מלבסקי שמואל","",""
"000229719","פרוט השירים בתקליטור","משפחת מלבסקי","","","","","","","",""
"000229903","שטיי אויף מיין מאן","גוטמן יוליוס, סלומון ה.","","","","","","","",""
"000229904","א האלב דוצענט ווייבער","גוטמן יוליוס","","","","","","שור אנשל","",""
"000229906","דער פילאסאף","גולנין לאו","","","","","","","",""
"000229917","כבקרת רועה עדרו","רונה סומה","","","","","","","",""
"000229918","שמע ישראל","רונה סומה","","","","","","","",""
"000229919","שירת השומר","הלוי אברהם זאב בן גרשון יצחק","","","","","","שנהר יצחק","",""
"000229920","יד ענגה היתה לה","הלוי אברהם זאב בן גרשון יצחק","","","","","","שניאור זלמן","",""
"000229922","אמר רבי אלעזר אמר רבי חנינא תלמידי חכמים","קוסביצקי יעקב","","","","","","","",""
"000229923","יפי הארץ","בורנשטין יוסף","","","אידלסון אברהם צבי","","","","",""
"000229925","למבצע על רפתא","פינקסוביץ שלמה","","","אידלסון אברהם צבי","","","","",""
"000229926","המבדיל בין קדש לחול חטאתינו ימחול","פינקסוביץ שלמה","","","אידלסון אברהם צבי","","","","",""
"000229928","לא נלך מפה","מקהלת ""מכבי""","","","","","פולק אברהם","","",""
"000229929","געווען א מאל א מעשה","דה נורט אירן","","","","","","גרוס וילהלם","",""
"000229932","ויהי בימי פרוספריטי","גולנד יוסף","","","ורס הנריק","","","אלתרמן נתן","",""
"000229933","שיר ערש","שפינדל יוסף, כהן פרסי ב.","","","הרוסי עמנואל","","כהן פרסי ב.","","",""
"000229935","שיר עבודה","","","","אידלסון אברהם צבי","","","","",""
"000229936","אל יבנה הגלילה","","","","אידלסון אברהם צבי","","","","",""
"000229948","דאס פייערל","אלטשול ארנולד","","","","","רוסקין ינוט ס.","","",""
"000229949","דער אייבערשטער איז דער מחותן","אלטשול ארנולד","","","","","נאדל ארנו","גולדפדן אברהם","",""
"000229950","יידישע מעלאדיע","יונסקו דינו","","","","","יונסקו דינו","","",""
"000229952","הודל-דודל","לבדב אהרן","","","","","","","",""
"000229953","רייזעלע","לבדב אהרן","","","","","","","",""
"000229960","שיר מולדת","שפינדל יוסף","","","","","כהן פרסי ב.","","",""
"000229962","מלחמה-ליד","גרובר חיה","","","","","","","",""
"000229963","גננת","גרובר חיה, כהן פרסי ב.","","","","","","","",""
"000229978","הגנה","לברי מרק, מקהלת האופרה הלאומית הישראלית","","","לברי מרק","","","ברוידס אברהם","",""
"000229979","תל חי","גורין פינחס, לברי מרק, מקהלת פועלי תל-אביב","","","","","","ז'בוטינסקי זאב","",""
"000229984","יה אדיר","בלרסקי סידור, ויינר לזר","","","וינברג יעקב","","","","",""
"000229986","ירושלים","בלרסקי סידור, ויינר לזר","","","רפפורט משה","","בלרסקי סידור","המאירי אביגדור","",""
"000229989","אדם יסודו מעפר","קסלר דוד","","","פרידזל לואיס","","","ברודי ד.","",""
"000229993","מנואט","קזלס פבלו","","","הידן יוסף","","פיאטי א.","","",""
"000229999","יובל בנאי ורע מוכיח - רחוב העצב החד סטרי","","1997","","בנאי יובל, מוכיח רע","","","פן אלכסנדר בן יוסף","","הד ארצי"
"000230008","כל נדרי","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230012","אתה יצרת עולמך מקדם","סירוטה גרשון","","","","","","","",""
"000230013","יהי רצון מלפניך","סירוטה גרשון","","","","","","","",""
"000230014","שערעלע","פטרושקה שבתי","","","","","","","",""
"000230016","עזי וזמרת יה ויהי לי לישועה","צורי נעמי, פטרושקה שבתי","","","","","","","",""
"000230020","לידער קראנץ","הרשמן מרדכי, אלשטין אברהם","","","","","ליוב משה ליב","","",""
"000230021","לידער קראנץ","הרשמן מרדכי, אלשטין אברהם","","","","","ליוב משה ליב","","",""
"000230022","דער למדן","הרשמן מרדכי","","","","","סקונדה שלום שמואל","","",""
"000230023","פליישיקע מילכיקע און פארעווע יידן","הרשמן מרדכי","","","","","קוטלוביץ מקס","","",""
"000230025","א גלגול פון א ניגון","נחבוש נח, סמרוף סילביה","","","נחבוש נח","","","פרץ יצחק ליבוש","",""
"000230026","ווען איך בין ראטשילד","","","","נחבוש נח","","","שלום עליכם","",""
"000230027","מיסטער גרין","","","","נחבוש נח","","","שלום עליכם","",""
"000230028","חסידישע ניגונים","חפץ ולדימיר","","","נחבוש נח","","","","",""
"000230029","יוחנן הסנדלר","","","","נחבוש נח","","","אלמי אליהו חיים","",""
"000230030","א האר פון בארד","קדיסון פולה","","","נחבוש נח","","","רייזען אברהם","",""
"000230032","משוגענער משיח","שורץ מוריס","","","אלשטין אברהם","","","","",""
"000230036","בין איך מיר א פורמאן","אלכסנדרוביץ מישה, פיאטיגורסקי ל. פ.","","","","","מילנר משה","ברגהולץ ב.","",""
"000230037","דאבראניטש און פריילעכס","פינטוך סולומון","","","","","","","",""
"000230038","בייט זשע מיר אויס א פינף און צוואנציקער","אפלבאום מישה, קוקלס יעקב, Moskovskaia gosudarstvennaia filarmoniia.","","","","","","","",""
"000230040","א חתן אן א כלה","שינין יהושע, יבוקנס - קפלה יהודית","","","שינין יהושע","","","קויטקו ליב","",""
"000230042","גיי איך מיר אין פאבריקע","שינין יהושע, יבוקנס - קפלה יהודית","","","","","","","",""
"000230043","עס שיט א שניי","שינין יהושע, יבוקנס - קפלה יהודית","","","","","","","",""
"000230046","רקוד יהודי","פינטוך סולומון","","","פינטוך סולומון","","","","",""
"000230047","שער","פינטוך סולומון","","","","","שקולניקוב ו.","","",""
"000230048","די מחותנתטע","אפלבאום מישה, פרידנברג ס.","","","","","","","",""
"000230049","אונטער בערג פליען טויבן פארן","אפלבאום מישה, סטוצ'בסקי ס.","","","","","","","",""
"000230050","א גאס ניגון","רבינוביץ מ.","","","","","","","",""
"000230051","א פריילעכס","רבינוביץ מ.","","","","","","","",""
"000230053","דריי טעכטער","וגה קלרה, מורדוב ס.","","","","","בלנקלידר י.","","",""
"000230057","דער רבי ר' שניאור","אופנהים מנשה, אלשטין אברהם","","","","","","אופנהים מנשה","",""
"000230058","אלימלך","לוצ'יאן רדו, שטין ססיליה, סקולץ אמיל","","","","","סקולץ אמיל","","",""
"000230084","שובי נפשי למנוחיכי","ולדמן ליבלה, לובין הרי","","","","","","","",""
"000230085","געטצל אט א פוטבאל גיים","רוזנברג מישל, אלשטין אברהם","","","רוזנברג מישל","","","","",""
"000230086","געזעלשאפט שלומיאל","רוזנברג מישל, אלשטין אברהם","","","רוזנברג מישל","","","","",""
"000230087","געטצל אין א באנק","רוזנברג מישל","","","רוזנברג מישל","","","","",""
"000230088","שעפסל אין די מאוויס","רוזנברג מישל","","","רוזנברג מישל","","","","",""
"000230089","כי כל פה","סירוטה גרשון","","","סירוטה גרשון","","","","",""
"000230090","קרוץ מחומר","סירוטה גרשון","","","סירוטה גרשון","","","","",""
"000230091","די ירושה פון מיין פאלק","וינוגרד אלן","","","","","","וינוגרד אלן","",""
"000230092","דער רויך פון סיגארעט","גולדברג סם","","","","","גולדברג סם","","",""
"000230093","שעפסל ביי דעם פאטאגראפער","רוזנברג מישל","","","רוזנברג מישל","","","","",""
"000230094","געטצל קריגט א גט","רוזנברג מישל","","","רוזנברג מישל","","","","",""
"000230095","הנני מוכן ומזומן","ולדמן ליבלה, מקהלת אוסקר יוליוס","","","ולדמן ליבלה","","","","",""
"000230096","רם ונשא","ולדמן ליבלה, מקהלת אוסקר יוליוס","","","ולדמן ליבלה","","","","",""
"000230097","שמע ישראל","גלנץ ליב","","","גלנץ ליב","","","","",""
"000230098","טל תן לרצות ארצך","גלנץ ליב","","","גלנץ ליב","","","","",""
"000230099","לכו נרננה להשם","גלנץ ליב","","","גלנץ ליב","","","","",""
"000230100","קול השם יחולל אילות","גלנץ ליב","","","גלנץ ליב","","","","",""
"000230101","שירת המכבי","מקהלת ""מכבי""","","","כספי י.","","","פולק אברהם","",""
"000230102","הבה נגילה ונשמחה","מקהלת ""מכבי""","","","","","פולק אברהם","","",""
"000230103","אבינו מלכנו","סירוטה גרשון","","","סירוטה גרשון","","","","",""
"000230104","הלבן חטאינו","סירוטה גרשון","","","סירוטה גרשון","","","","",""
"000230108","אויב דו ליבסט מיך ווי איך דיך","שורץ ויליאם","","","סקונדה שלום שמואל","","","שור אנשל, סקונדה שלום שמואל","",""
"000230121","איך קוק אויפן בילד","גורדון מרינה, בירצ'נסקי א.","","","ריסקינד וניאמין","","","ריסקינד וניאמין","",""
"000230122","די דודע","גורדון מרינה, בירצ'נסקי א.","","","","","","פולונסקי סמואיל, קסוביץ' ל.","",""
"000230123","יום-כפור צו מינחה","אנירבוד מ., ויניצקי לא מזוהה","","","לפקוביץ הנרי","","","רוזנפלד מוריס","",""
"000230125","אף ברי","אנירבוד מ., אולצ'ינסקי לא מזוהה","","","אנירבוד מ.","","","","",""
"000230127","הבט משמיים","אנירבוד מ., אולצ'ינסקי לא מזוהה","","","אנירבוד מ.","","","","",""
"000230128","דער פורמאן","אנירבוד מ., אולצ'ינסקי לא מזוהה","","","אנירבוד מ.","","","","",""
"000230129","שלאף זשע מיין פייגעלע","אנירבוד מ., אולצ'ינסקי לא מזוהה","","","אנירבוד מ.","","","","",""
"000230131","מאמעס ליד","ליפשיץ נחמה, פיגין מרק","","","בוירסקי ר., פולבר לב מיכאילוביץ'","","פיגין מרק","דריז או., שלום עליכם, קוטליר יוסף","",""
"000230133","וויגליד וויגלידל","ליפשיץ נחמה, פיגין מרק","","","גבירטיג מרדכי","","פולבר לב מיכאילוביץ'","גבירטיג מרדכי, אנ-סקי ש.","",""
"000230134","שיר השירים","ליפשיץ נחמה, פיגין מרק","","","בוירסקי ר., פולבר לב מיכאילוביץ'","","פיגין מרק","דריז או., שלום עליכם, קוטליר יוסף","",""
"000230135","עסן","הודס בילי, קרטר ריי","","","הודס בילי","","","","",""
"000230139","שיר החבלנים הותיקים","ירקוני יפה","","","פרשקו שמואל","","","גורי חיים","",""
"000230140","פינג'אן","ירקוני יפה","","","","","","חפר חיים","",""
"000230147","בערבות הנגב מתנוצץ הטל","ירקוני יפה","","","","","וינטרניץ חנן, בהרב מנשה","קלצ'קין רפאל","",""
"000230150","דודי ירד לגנו","דמארי שושנה, וילנסקי משה","","","וילנסקי משה","","","","",""
"000230157","הרמוניקה","פטרושקה שבתי","","","אלקוני יוסף","","","","",""
"000230160","ככה רוקדים בישראל","ירקוני יפה, לברי מרק","","","לברי מרק","","","ברוידס אברהם","",""
"000230162","סון לו ספיריטו","גוליאלמו זיטק","","","בויטו אריגו","","","בויטו אריגו","",""
"000230165","בעסאראביען","פולד ליאו, וינטרניץ חנן","","","","","פולד ליאו","","",""
"000230168","פלאפל","צדוק אהובה, תזמרת הד ארצי","","","צלנר הרי","","","צוקרמן יוסף","",""
"000230172","יאנקעלע","וינוגרד אלן","","","גבירטיג מרדכי","","","","",""
"000230174","בלאטע יאטן","וינוגרד אלן, גולדברג סם","","","בראדערזאן משה","","","","",""
"000230176","הננס בעל הצל","לביא אריק, זראי יוחנן","","","זראי יוחנן","","","לביא אריק","",""
