"ID","SongName","Performer","CivilDate","HebrewDate","Composer","Poet","MusicalAdapter","Others","PlaceOfPublication","NameOfPublisher"
"003421271","דער ממזר","Blumenfeld Diana, בלומנפלד דיאנה","","","","","","","",""
"003421724","דער יידישער שטערן","Rechtzeit Seymour, רכטציט סימור","","","","","","","",""
"003421725","צוויי בריוו צו דעם ליאדער רבין","Rechtzeit Seymour, רכטציט סימור","","","","","","","",""
"003421742","יענטע בלייבט א יענטע","Hoffman-Schneider Annie, הופמן-שנידר אני","","","","","","יעקבס יעקב","",""
"003421744","יוקעל","Hoffman-Schneider Annie, הופמן-שנידר אני","","","סקונדה שלום שמואל","","","שור אנשל, סקונדה שלום שמואל","",""
"003421936","מחותנתטע מחותנים מיינע... געטרייע לאמיר זיין אויף אייביק מחותנים","Folman Lola, פולמן לולה","","","","","","","",""
"003422005","ציגיינער וויסן","Rechtzeit Seymour, Abe Ellstein Orchestra, רכטציט סימור","","","","","","","",""
"003422011","Hebrew melody","Rechtzeit Seymour, Abe Ellstein Orchestra, רכטציט סימור","","","אחרון יוסף","","","","",""
"003422042","די וועלט איז משוגע","Littmann Pepi, ליטמן פפי","","","","","","","",""
"003422045","דאס רייזעלע","Littmann Pepi, ליטמן פפי","","","","","","","",""
"003422055","א חתונה אין שטעטל","Rechtzeit Seymour, Abe Ellstein Orchestra, רכטציט סימור","","","אלשטין אברהם","אלשטין אברהם","","","",""
"003422058","וואך טיאך טיאך","Rechtzeit Seymour, Abe Ellstein Orchestra, רכטציט סימור","","","אלשטין אברהם","אלשטין אברהם","","","",""
"003422160","ווו ביסטו געווען אז ווען דאס געלט איז געווען און דאס נדן איז געלעגן אויפן טיש","Nokhbush Noyeḥ, Heifetz Vladimir, נחבוש נח","","","","","נחבוש נח","","",""
"003422161","אומעטום איז יום-טוב","Nokhbush Noyeḥ, נחבוש נח","","","נחבוש נח","","נחבוש נח","יפה יוסף","",""
"003422183","א האר פון בארד","Nokhbush Noyeḥ, Kadison Pola, נחבוש נח, קדיסון פולה","","","","","נחבוש נח","רייזען אברהם","",""
"003422221","מיין יאסל","Casman Nellie, קסמן נלי","","","","","","Steinberg Sam, שטינברג שלמה","",""
"003422225","ווי לאנג לעבט מען","Casman Nellie, קסמן נלי","","","","","","Steinberg Sam","",""
"003422245","די חתונה","Goldenberg Samuel, גולדנברג סמואל","1928","","","","","אולשנצקי אלכסנדר","",""
"003422328","דאס פינטעלע ייד","Zeidman Benny, זידמן בני","","","פרלמוטר ארנולד, ווהל הרמן","","","גילרוד לואיס, טומשבסקי בוריס","",""
"003422329","א מוטערס מאמעס הארץ","Zeidman Benny, זידמן בני","","","פרידזל לואיס","","","גילרוד לואיס","",""
"003422523","פאלעסטינא","Rothstein Shloimele","","","רומשינסקי יוסף מ.","","","רומשינסקי יוסף מ.","",""
"003422526","יוקעל","Goldstein Morris, גולדשטין מוריס","","","סקונדה שלום שמואל","","","שור אנשל, סקונדה שלום שמואל","",""
"003422569","אין ארץ ישראל קינדערלעך וועט גאט באווייזן","Rothstein Shloimele","","","רומשינסקי יוסף מ.","","","טומשבסקי בוריס, רומשינסקי יוסף מ.","",""
"003422590","היט זיך פון טייוולס מאכט","Juvelier Kalman, יובליר קלמן","","","פרלמוטר ארנולד, ווהל הרמן","","","","",""
"003422593","א מאמעס ליד","Juvelier Kalman, יובליר קלמן","","","פרלמוטר ארנולד, ווהל הרמן","","","","",""
"003424024","א ייד בין איך","ha-Zamir Choral society","","","","","","Rosenfeld Morris","",""
"003424031","אין אלטן בית-מדרש","Schwartz Maurice, שורץ מוריס","","","","","","","",""
"003424397","א מענטש זאל מען זיין","Juvelier Kalman, יובליר קלמן","1907","","פרלמוטר ארנולד, ווהל הרמן","","","שור אנשל, פרלמוטר ארנולד","",""
"003424543","דאס פינטעלע ייד","Simonoff Frances, סימונוב פרנסיס","","","פרלמוטר ארנולד, ווהל הרמן","","","גילרוד לואיס, טומשבסקי בוריס","",""
"003424552","דאס תהילימל","Shmulevich Solomon, שמואלביץ שלמה","","","שמואלביץ שלמה","שמואלביץ שלמה","","","",""
"003425334","עברית-מעלאדיע","Golinkin Lea, גולינקין לאה","","","אחרון יוסף","","","רפ-הוף מריה, Achron Joseph","",""
"003425337","כותל-מערבי","Golinkin Lea, גולינקין לאה","","","","","","","",""
"003425532","לאז זיך טילי לאז זיך","Picon Molly, Ellstein Abraham, Abe Ellstein Orchestra, פיקון מולי","","","","","","","",""
"003425535","משיח אין ניו יארק","Picon Molly, Ellstein Abraham, Abe Ellstein Orchestra, פיקון מולי","","","","","","","",""
"003425999","איקא מיקא","Lebedeff Aaron, Peretz Sandler's Orchestra, לבדב אהרן","","","סנדלר פרץ","","","Gilrod Louis, Sandler Peretz","",""
"003426001","ווער א טאטן האט","Lebedeff Aaron, Peretz Sandler's Orchestra, לבדב אהרן","","","סנדלר פרץ","","","Gilrod Louis, Sandler Peretz","",""
"003426186","גיב מיר בעסאראביע","Lebedeff Aaron, Sholom Secunda Orchestra, לבדב אהרן","","","","","","סקונדה שלום שמואל","",""
"003426191","פאר נעילה נאך נעילה א בחור א בתולה","Lebedeff Aaron, Sholom Secunda Orchestra, לבדב אהרן","","","","","","סקונדה שלום שמואל","",""
"003426207","די נבואה","Weinberg Salcia, וינברג סושה","","","פרלמוטר ארנולד","","","הורביץ משה איש הלוי","",""
"003426211","ניט אלעס נעמט מען אין קבר","Weinberg Salcia, וינברג סושה","","","","","","","",""
"003426427","סאניא","לבדב אהרן","","","לבדב אהרן","לבדב אהרן","","","",""
"003426889","אף ברי אויף מארגן נאך יום טוב","Hershman Mordechai, הרשמן מרדכי","","","","","","","",""
"003427062","על הגרן בליל לבנה","רוזנצויג ירמיהו","1990","","רוזנצויג ירמיהו","רוזנצויג ירמיהו","","","",""
"003427067","בואי אמי בואי הנה","פלמן שמעון","1997","","","המאירי אביגדור","","","",""
"003427071","בן לאמה עניה במדינת פולניה","זמירי בת עמי","1991","","","","","","",""
"003427074","שיכעלעך","Feldman Yosef, פלדמן יוסף","","","","","","","",""
"003427075","שכב הרדם בן לי יקיר שמע אדבר שיר","פלמן שמעון","1990","","","ליבושיצקי אהרן","","","",""
"003427078","שם בעמק בין ההרים חלוצים עובדים","זמירי בת עמי","1990","","","","","","",""
"003427080","אין לחם לחיות מוכרחים והכבלים משמיעים קול","רותם רעיה","1997","","","","","","",""
"003427112","דער פריילעכער יום-טוב פסח","Lebedeff Aaron, לבדב אהרן","","","לבדב אהרן","לבדב אהרן","","","",""
"003428782","יידל מיטן מיט זיין פידל איז ווערט מיליאנען געלט","Littmann Pepi, ליטמן פפי","","","","","","","",""
"003428786","איך האב מורא צו שלאפן אליין","Littmann Pepi, ליטמן פפי","","","","","","","",""
"003429168","שלאף מיין פייגעלע מאך צו דיין אייגעלע","Kremer Isa, קרמר איסה","","","","","","","",""
"003429772","איכה ישבה בדד העיר ווי אזוי","Waldman Leibele, Lubin Harry, ולדמן ליבלה","","","","","","רומשינסקי יוסף מ.","",""
"003429777","עס קומען גוטע צייטן","Waldman Leibele, Lubin Harry, ולדמן ליבלה","","","","","","זינגר אברהם","",""
"003430926","ארץ השירים שלי","","2004","","","","","חכמוביץ' עדית","קבוץ יגור","ע. חכמוביץ'"
"003431090","אנגעפייפט","Waissmann Hermann, ויסמן הרמן","","","","","","גולדפדן אברהם","",""
"003432158","מיין זיידנס חלום","Waldman Leibele, ולדמן ליבלה","","","זינגר אברהם","זינגר אברהם","","","",""
"003432159","אין נייעם בית-המיקדש","Waldman Leibele, ולדמן ליבלה","","","זינגר אברהם","זינגר אברהם","","","",""
"003432163","עפן אויף דעם תהילים קוק א מאל אריין","Waldman Leibele, ולדמן ליבלה","","","","","","פינגולד ליפה","",""
"003432167","די נייע וועלט","Waldman Leibele, ולדמן ליבלה","","","זינגר אברהם","זינגר אברהם","","","",""
"003432172","משה רבנו ביי דעם בארג סיני","Waldman Leibele, ולדמן ליבלה","","","זינגר אברהם","זינגר אברהם","","","",""
"003432175","אמר אביי","Waldman Leibele, ולדמן ליבלה","","","פינגולד ליפה","","","גרינבלט עליזה","",""
"003432181","מחדש די לבנה","Waldman Leibele, ולדמן ליבלה","","","אלשטין אברהם","אלשטין אברהם","","גרינבלט עליזה","",""
"003432188","דער אמאליקער ייד","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003432193","דאס פלעשל","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003432197","דער נייער יאר","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003432203","שבת נאך הבדלה","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","","","","זינגר אברהם","",""
"003432206","שבת-קודש","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003432211","שבת מנוחה","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","אלשטין אברהם","","","","",""
"003432221","א פראגע","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003432225","עבדים היינו... געווען איז דאס א נס מן השמים","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","","","","סקונדה שלום שמואל","",""
"003432226","די אייביקע טענה","Waldman Leibele, ולדמן ליבלה, אלשטין אברהם","","","זינגר אברהם","זינגר אברהם","","","",""
"003436971","די באמבע","Wiener unidentified, וינר לא מזוהה","1911","","","","","לטינר יוסף","",""
"003436975","שפילנדיק און שפילנדיק","Wiener unidentified, וינר לא מזוהה","1911","","","","","לטינר יוסף","",""
"003436984","געמאכט","Waissmann Hermann, ויסמן הרמן","","","","","","לטינר יוסף","",""
"003436989","נפתלי מיט זילפה","Waissmann Hermann, Schlosberg Sonia, ויסמן הרמן, שלוסברג סוניה","","","","","","לטינר יוסף","",""
"003437000","אזוי האט מיין טאטע אויך געמאכט","Reissman Jonah, ריזמן יונה","1908","","","","","","",""
"003437004","דער בדחן","Reissman Jonah, ריזמן יונה","1908","","רומשינסקי יוסף מ.","","","טומשבסקי בוריס, אדלר יעקב","",""
"003437727","בערקע קום צו דיין סערקע","Gespass Helene, גספס הלנה","1911","","","","","","",""
"003437730","יצר הרע","Gespass Helene, גספס הלנה","1911","","","","","","",""
"003437838","ווען וועט נעמען א סוף","Gespass Helene, גספס הלנה","","","","","","אלמן שמואל","",""
"003437841","ליבעסקראפט","Gespass Helene, גספס הלנה","","","","","","","",""
"003437852","אט אזוי פייפט מען אן א שוויגער","Itzkowich Karl, איצקוביץ קרל","","","","","","","",""
"003437858","האב ניט קיין מורא","Itzkowich Karl, איצקוביץ קרל","","","","","","","",""
"003444531","מיין זיידנס הויז","מילמן חיים","","","","","","Millman Hyman","",""
"003447328","טיף אין וועלדעלע","Applebaum Misha, Moskovskaia gosudarstvennaia filarmoniia., אפלבאום מישה","","","","","","","Riga","Rizhsky Zavod"
"003447350","אז דו ביסט דא איז פרילינג דא","גורדון מרינה","","","","","","פולינסקי מוטל, ברגהולץ ב., קויטקו ליב","Riga","Rizhsky Zavod"
"003447421","דו שיין מיידעלע","Lubimov Saul, לובימוב שאול, פיביך שרה","","","","","סנדרי שמואל","","Riga","Rizhsky Zavod"
"003447431","דער קראנקער שניידער","Lubimov Saul, לובימוב שאול","","","","","סטוליאר י.","","Riga","Rizhsky Zavod"
"003447433","א ניגון אן ווערטער","Applebaum Misha, Moskovskaia gosudarstvennaia filarmoniia., אפלבאום מישה","","","","","","","Riga","Rizhsky Zavod"
"003447466","דאבראניטש און פריילעכס","Alexandrovich Misha, אלכסנדרוביץ מישה","","","","","מילנר משה","ברגהולץ ב.","Riga","Rizhsky Zavod"
"003447482","קאלעבעלנאיא","Guzik Anna Iakovlevna, גוזיק אנה","","","","","","","Riga","Ligo"
"003447488","מיין טייבעלע","Shulman Zinovii, שולמן זינובי","","","","","","Kogan Lev, Ḳerler Yosef","Riga","Ligo"
"003447493","עס שיט א שניי","יבוקנס - קפלה יהודית","","","","","","","Riga","Ligo"
"003447532","אונטער בערג","Alexandrovich Misha, אלכסנדרוביץ מישה","","","","","קוגן לב","","Riga","Melodija"
"003459883","In veldele","Berman Isadore R., London Jewish Male Choir","","","","","","","London","Columbia"
"003459914","Di ring unfirende bailke","Brodyn Maxim, ברודין מקסים","","","","","","Bronfman unidentified, Rabinski unidentified, Fefer Itzik, Yampolsky Leyb","New York","Stinson Records"
"003459924","Die mamma is gegangen in mark arein","Harry Kandel's Orchestra","","","","","","","Camden N. J.","Victor"
"003459935","Mine meidele","Witler Benzion","","","","","","","United States","Ben Zion"
"003459946","Tanchum","Chagy Berele","","","","","","","New York","Columbia"
"003459962","Partisaner lid","Feldman Nico","","","","","","Glick Hirsh","France","Le Disque Folklorique Yiddish"
"003459978","A poilich meidele","Rechtzeit Jack","","","","","","","France","Le Disque Folklorique Yiddish"
"003459982","A galizianer chassene","Rechtzeit Jack","","","","","","","France","Le Disque Folklorique Yiddish"
"003486408","לחיות ולמות","","1996","","","","","זר אורי, גינאי יואב, שרביט עופר","אור יהודה","הד ארצי"
"003486418","דרשו","כץ יהודה","2009","","","","","מאיר ידידיה, זיידנפלד ארי, פלאי הלל","ירושלים","י. מאיר"
"003502288","Eli eli","Siegel Benjamin","1947","","","","","","New York","Sun"
"003502302","Unser ershte waltz","Kletter Max","1947","","","","","","New York","Sun"
"003502309","Unser yidish folk","Rechtzeit Seymour, Abe Ellstein Orchestra","","","","","","Jacobs Jacob, Ellstein Abraham, Lillian Isidore, Rumshinsky Joseph","Camden N. J.","RCA Victor"
"003502319","Miami Beach rhumba","Rechtzeit Seymour, Abe Ellstein Orchestra","","","","","","Fields Irving, Olshanetsky Alexander, Jacobs Jacob","United States","Banner"
"003502327","Motl the operator","Tauber Chaim","","","","","","Fleischman Manny","Newark N. J.","Stinson Records"
"003505057","Inventory short record","קדרי יהודה","","","","","","קדרי יהודה","",""
"003512105","תשועתם היית לנצח","אשש יהודה, יצחק עמית, זמיר אסף, וינשטוק אורי, זלבסקי נתנאל","","","","","","זלבסקי צבי","ישראל","מוציא לאור לא ידוע"
"003512193","לקיתני לטריק","מוקעה שלמה","","","","","","","",""
"003512196","שבח אשיר כפי קוצר לשוני","מוקעה שלמה","","","","","","","",""
"003512197","אמור ליוסף הבכור","מוקעה שלמה","","","","","","","",""
"003512199","מנה ימים אשר עמך בצער","מוקעה שלמה","","","","","","","",""
"003512200","אהבת הדסה","דחיאני שלמה","","","","","","","",""
"003512206","לקחי למוסר רעייתי","דחיאני שלמה","","","","","","","",""
"003512209","שור ממעון קדשך","דחיאני שלמה","","","","","","","",""
"003512210","שבח אזכיר","דחיאני שלמה","","","","","","","",""
"003512214","זמר למחול - אלמוצ'רב","עמרם אהרן","","","","","","","",""
"003512216","אלמואלע ראייתני רפיקא","עמרם אהרן","","","","","","","",""
"003512219","אלמואלע ראייתני רפיקא","עמרם אהרן","","","","","","","",""
"003512223","יא דמע עיני","עמרם אהרן","","","","","","","",""
"003512226","שיר לא מזוהה בערבית","עמרם אהרן","","","","","","","",""
"003512227","כ'לי קלבי","עמרם אהרן","","","","","","","",""
"003512229","אלא שחין מא","צברי שלום","","","","","","","",""
"003512230","יא דכ'ילין אלמחבא","צברי שלום","","","","","","","",""
"003512789","עס איז געווען א זומער טאג","אלברשטיין חוה","1992","","","","","יבלוקוב הרמן, גלזר-קפלן ריקלה","",""
"003512792","מעותמאעס... איז די ערשטעבעסטע זאך","Cooper Adrienne","2000","","","","","","",""
"003512796","קוליס","קופר אדריאן","2000","","גולדברג ליבי","שינקינדר ש.","","","",""
"003512813","לא צמוקים ולא שקדים","גלוסקא אופירה","","","בייגלמאן דוד","","","שפיגל ישעיהו","",""
"003512950","שיר לגרבים","אלאל קורין","2006","","אלאל קורין","שילוני יגאל","בוקאטי גיא","","",""
"003512957","בפאב השכונתי","ברמן אריק","2007","","ברמן אריק","שטוקלמן גלעד","לוי משה","","",""
"003523037","ג'וקים","","","","","אורן משה","","וגנר נפתלי","",""
"003523155","אסאלך יא אללא יא מלך יא רחמן","מוסה אברהם חיים","1986","","","","","","",""
"003526626","עירי ירושלים","הראל רמי, איצקוביץ' איתן, ציקמן גדי, להב סלעית, בכר תומר","2013","","","","","פרקש דורית, הלפמן טוני, מגן שולמית","ירושלים","ע. הלפמן"
"003530871","שעור חשבון","יבין חיים, פרידלנד דליה","1994","","אילת דפנה","ברונהוף ז'ן דה","","","",""
"003534628","אהבת רעיה רצוני","","1983","","","","","שבזי שלום בן יוסף","",""
"003535636","בלי סודות","","2002","","יידוב שלמה","לופט אילנה","","","",""
"003535637","מה קורה אני קורא","נחמיאס חני, גולדבלט חנן, לוי אושיק, נתנזון נתן","2002","","יידוב שלמה","לופט אילנה","","","",""
"003539050","סובחאן דו מולך אלאכבר","מוסה אברהם חיים","1986","","","","","שבזי שלום בן יוסף","",""
"003539051","ברק בורייק אלצבאח פי טלעת אלבאכרי","מוסה אברהם חיים","1986","","","","","שבזי שלום בן יוסף","",""
"003539052","בריק בורייק אלצבאח","מוסה אברהם חיים","1986","","","","","","",""
"003539053","יא מחיי אלנפוס","מוסה אברהם חיים","1986","","","","","","",""
"003539054","טיר אלחמאם זרגם","מוסה אברהם חיים","1986","","","","","","",""
"003566813","Ин род арайн","","","","","","","","Riga","Melodija"
"003583675","מסתובב בשכונה","","1999","","","","","פרידמן ניר, שמר נעמי","אור יהודה","הד ארצי"
"003619368","אריה על המיתר סול","אנסמבל סקסופוני ירושלים","2007","","","","רכטמן מרדכי","","",""
"003619369","קונצ'רטו בעקבות ויולדי","אנסמבל סקסופוני ירושלים","2007","","","","רכטמן מרדכי","","",""
"003619370","מינואט","אנסמבל סקסופוני ירושלים","2007","","","","רכטמן מרדכי","","",""
"003619371","574 גיגו ק","אנסמבל סקסופוני ירושלים","2007","","","","רכטמן מרדכי","","",""
"003619372","שר","אנסמבל סקסופוני ירושלים","2007","","","","וול עמנואל","","",""
"003619373","רביעיית סקסופונים פרק ראשון","אנסמבל סקסופוני ירושלים","2007","","וול עמנואל","","","","",""
"003619374","רביעיית סקסופונים פרק שלישי","אנסמבל סקסופוני ירושלים","2007","","וול עמנואל","","","","",""
"003619375","91 בלדה יהודית אופ","אנסמבל סקסופוני ירושלים","2007","","וול עמנואל","","","","",""
"003619382","נגד הרוח","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619383","רק בן-אדם","חנוך שלום","1988","","חנוך שלום","חנוך שלום","חנוך שלום, לוימשה","","",""
"003619384","בסוף אמצא אותך","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619385","היא אמרה","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619386","אין קשר","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619387","אתה לא מכיר","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619388","שנינו","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619389","עד כאן","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619390","נהמת הדממה","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619391","כדי לחיות","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619392","לאן שכולם הולכים","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619393","על שפת הנחל הזורם","חנוך שלום","1988","","חנוך שלום","חנוך שלום","לוימשה","","",""
"003619394","מחרוזת אלה חמדה ליבי","פידמן גיורא","1990","","","","","","",""
"003619395","כי מציון","פידמן גיורא","1990","","לוינגר לואיס","","","","",""
"003619397","ניגון שמח","פידמן גיורא","1990","","זלצר דובי","","","","",""
"003619403","ניגון","פידמן גיורא","1990","","כהן שמעון","","אלדמע גיל","","",""
"003619404","א דודעלע","פידמן גיורא","1990","","","","","","",""
"003619405","מחרוזת מהגטו","פידמן גיורא","1990","","","","","","",""
"003619409","פלוגה בקו","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619410","שדות גולדברג","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619412","עברנו את פרעה-נעבור גם את זה","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619414","צדק צדק תרדוף","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619415","טרמינל","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619416","היכנסי כבר לאוטו וניסע","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619417","שלל שרב","אריאל מאיר","1999","","פוליקר יהודה, אריאל מאיר","","","","",""
"003619418","איתן איתן","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619419","לילה שקט עבר על כוחותינו","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619421","עכשיו להתאהב","אריאל מאיר","1999","","אריאל מאיר","","","","",""
"003619794","כמו מסטיק ישן","כהן מזי","1992","","כהן מזי","שטרית מיכה","כהן מזי, פרינטה אמתי","","",""
"003619795","מעברים","כהן מזי","1992","","כהן מזי","שטרית מיכה","כהן מזי, פרינטה אמתי","","",""
"003619796","הוא שר עלי","כהן מזי","1992","","גרנותדני","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619797","למרגלות הר הגעש","כהן מזי","1992","","כהן מזי","שטרית מיכה","כהן מזי, פרינטה אמתי","","",""
"003619798","עינייך","כהן מזי","1992","","כהן מזי","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619799","חוזרים ביחד לעיר","כהן מזי","1992","","כהן מזי","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619800","אלווה אותך","כהן מזי","1992","","כהן מזי","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619801","בלי להשאיר עקבות","כהן מזי","1992","","שמיר אסתר","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619802","לא נעלמת","כהן מזי","1992","","סחרוף ברי","שמיר אסתר","כהן מזי, פרינטה אמתי","","",""
"003619803","דרך אחר דרך","כהן מזי","1992","","בת עין שלמה","בת עין שלמה","כהן מזי, פרינטה אמתי","","",""
"003619850","מודה אני","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619851","צרבת לזכרון","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619852","בשביל לעשן","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619853","בטנים ותחתים","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619854","על ארץ מוותרים רק בלב","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619855","צועק את שחסר לו","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619857","מונה ליזה בבנק","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619858","אל תאמיני לי","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619859","רכילות הפטריות","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619860","צדק צדק תרדוף","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003619861","שיר מים רבים","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619862","שחר עולה","אריאל מאיר","2000","","אריאל מאיר","","חנוך שלום, לוימשה","","",""
"003619863","אף אחד לא יודע","אריאל מאיר","2000","","אריאל מאיר","","לוימשה, חנוך שלום","","",""
"003630157","מטר מטר","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630158","מרית אנא","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630159","חנית מן קלבי","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630160","זאפה לחתן וכלה","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630161","אבדע בק","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630162","יא נסיב אצבח","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630163","יאללה רדק","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630164","יא וורד","כהן ברכה","1998","","","","קשתי לוי","","",""
"003630172","סוס עץ","איינשטיין אריק","2005","","קראוס שמוליק","רוטבליט יעקב","","","",""
"003630175","אה אה אה","גוש אפרת","2010","","גוש אפרת","גוש אפרת","דרום תום","","",""
"003630176","מצעד הגאווה","גוש אפרת","2010","","גוש אפרת","גוש אפרת","דרום תום","","",""
"003630177","ממחר דף חדש","גוש אפרת","2010","","גוש אפרת","גוש אפרת","דרום תום","","",""
"003630179","בום טראח","גוש אפרת","2010","","גוש אפרת","גוש אפרת","דרום תום, מוסקט תמיר","","",""
"003630180","אמן","גוש אפרת","2010","","גוש אפרת","גוש אפרת","דרום תום, מוסקט תמיר","","",""
"003630181","מתנס הקסמים","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630182","גברת","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630183","פופלקס","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630184","סמי וסומו","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630185","שלוש בלילה","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, יוסיפוב רמי, פרמן גל","","",""
"003630187","בשפכת הזורם","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630188","גבר אחי","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630189","קבלו את הצוות הנהדר","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630190","התקליטן","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630191","גשם של פקקים","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630192","פאסט משה","טיפקס","1999","","אוז קובי, ביג אם","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630193","סלואו משה","טיפקס","1999","","אוז קובי, יוסיפוב רמי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630194","מלכה","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630195","האפרוח","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630196","גרי הניגרי","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630197","הלועזיים","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630198","טוקטה","טיפקס","1999","","בך יוהן סבסטין","אוז קובי","ביג אם, אוז קובי, פרמן גל, יוסיפוב רמי","","",""
"003630199","כשאני איתך אני כמו דג","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, פרמן גל, יוסיפוב רמי","","",""
"003630200","עננה","טיפקס","1999","","אוז קובי","אוז קובי","אוז קובי, ביג אם, יוסיפוב רמי, פרמן גל","","",""
